reference.x_left,reference.y_left,reference.rho_left,reference.x_right,reference.y_right,reference.rho_right,reference.speed
5306.04400896916,-89877.6574756211,0,5304.71288475734,-89882.9939640107,0,11.111
5305.99549543834,-89877.6453744919,0,5304.66437122652,-89882.9818628815,0,11.111
5305.94698190753,-89877.6332733627,0,5304.61585769571,-89882.9697617523,0,11.111
5305.89846837671,-89877.6211722335,0,5304.56734416489,-89882.9576606231,0,11.111
5305.8499548459,-89877.6090711043,0,5304.51883063408,-89882.9455594939,0,11.111
5305.80144131508,-89877.5969699751,0,5304.47031710326,-89882.9334583647,0,11.111
5305.75292778427,-89877.5848688459,0,5304.42180357245,-89882.9213572355,0,11.111
5305.70441425345,-89877.5727677167,0,5304.37329004163,-89882.9092561063,0,11.111
5305.65590072264,-89877.5606665875,0,5304.32477651082,-89882.8971549771,0,11.111
5305.60738719182,-89877.5485654583,0,5304.27626298,-89882.8850538479,0,11.111
5305.55887366101,-89877.5364643291,0,5304.22774944919,-89882.8729527187,0,11.111
5305.51036013019,-89877.5243631999,0,5304.17923591837,-89882.8608515895,0,11.111
5305.46184659938,-89877.5122620707,0,5304.13072238756,-89882.8487504603,0,11.111
5305.41333306856,-89877.5001609415,0,5304.08220885674,-89882.8366493311,0,11.111
5305.36481953775,-89877.4880598123,0,5304.03369532593,-89882.8245482019,0,11.111
5305.31630600693,-89877.4759586831,0,5303.98518179511,-89882.8124470727,0,11.111
5305.26779247612,-89877.4638575539,0,5303.9366682643,-89882.8003459435,0,11.111
5305.2192789453,-89877.4517564247,0,5303.88815473348,-89882.7882448143,0,11.111
5305.17076541449,-89877.4396552955,0,5303.83964120267,-89882.7761436851,0,11.111
5305.12225188367,-89877.4275541663,0,5303.79112767185,-89882.764042556,0,11.111
5305.07373835286,-89877.4154530371,0,5303.74261414104,-89882.7519414267,0,11.111
5305.02522482204,-89877.4033519079,0,5303.69410061023,-89882.7398402976,0,11.111
5304.97671129123,-89877.3912507787,0,5303.64558707941,-89882.7277391683,0,11.111
5304.92819776042,-89877.3791496495,0,5303.5970735486,-89882.7156380392,0,11.111
5304.8796842296,-89877.3670485203,0,5303.54856001778,-89882.7035369099,0,11.111
5304.83117069879,-89877.3549473911,0,5303.50004648697,-89882.6914357808,0,11.111
5304.78265716797,-89877.3428462619,0,5303.45153295615,-89882.6793346516,0,11.111
5304.73414363716,-89877.3307451327,0,5303.40301942534,-89882.6672335224,0,11.111
5304.68563010634,-89877.3186440035,0,5303.35450589452,-89882.6551323932,0,11.111
5304.63711657553,-89877.3065428743,0,5303.30599236371,-89882.643031264,0,11.111
5304.58860304471,-89877.2944417451,0,5303.25747883289,-89882.6309301348,0,11.111
5304.5400895139,-89877.2823406159,0,5303.20896530208,-89882.6188290056,0,11.111
5304.49157598308,-89877.2702394867,0,5303.16045177126,-89882.6067278764,0,11.111
5304.44306245227,-89877.2581383575,0,5303.11193824045,-89882.5946267472,0,11.111
5304.39454892145,-89877.2460372283,0,5303.06342470963,-89882.582525618,0,11.111
5304.34603539064,-89877.2339360991,0,5303.01491117882,-89882.5704244888,0,11.111
5304.29752185982,-89877.2218349699,0,5302.966397648,-89882.5583233596,0,11.111
5304.24900832901,-89877.2097338407,0,5302.91788411719,-89882.5462222304,0,11.111
5304.20049479819,-89877.1976327115,0,5302.86937058637,-89882.5341211012,0,11.111
5304.15198126738,-89877.1855315823,0,5302.82085705556,-89882.522019972,0,11.111
5304.10346773656,-89877.1734304531,0,5302.77234352474,-89882.5099188428,0,11.111
5304.05495420575,-89877.1613293239,0,5302.72382999393,-89882.4978177136,0,11.111
5304.00644067493,-89877.1492281947,0,5302.67531646311,-89882.4857165844,0,11.111
5303.95792714412,-89877.1371270656,0,5302.6268029323,-89882.4736154552,0,11.111
5303.9094136133,-89877.1250259363,0,5302.57828940148,-89882.461514326,0,11.111
5303.86090008249,-89877.1129248072,0,5302.52977587067,-89882.4494131968,0,11.111
5303.81238655167,-89877.100823678,0,5302.48126233985,-89882.4373120676,0,11.111
5303.76387302086,-89877.0887225488,0,5302.43274880904,-89882.4252109384,0,11.111
5303.71535949004,-89877.0766214196,0,5302.38423527822,-89882.4131098092,0,11.111
5303.66684595923,-89877.0645202904,0,5302.33572174741,-89882.40100868,0,11.111
5303.61833242841,-89877.0524191612,0,5302.28720821659,-89882.3889075508,0,11.111
5303.5698188976,-89877.040318032,0,5302.23869468578,-89882.3768064216,0,11.111
5303.52130536678,-89877.0282169028,0,5302.19018115496,-89882.3647052924,0,11.111
5303.47279183597,-89877.0161157736,0,5302.14166762415,-89882.3526041632,0,11.111
5303.42427830515,-89877.0040146444,0,5302.09315409333,-89882.340503034,0,11.111
5303.37576477434,-89876.9919135152,0,5302.04464056252,-89882.3284019048,0,11.111
5303.32725124353,-89876.979812386,0,5301.9961270317,-89882.3163007756,0,11.111
5303.27873771271,-89876.9677112568,0,5301.94761350089,-89882.3041996464,0,11.111
5303.2302241819,-89876.9556101276,0,5301.89909997008,-89882.2920985172,0,11.111
5303.18171065108,-89876.9435089984,0,5301.85058643926,-89882.279997388,0,11.111
5303.13319712027,-89876.9314078692,0,5301.80207290845,-89882.2678962588,0,11.111
5303.08468358945,-89876.91930674,0,5301.75355937763,-89882.2557951296,0,11.111
5303.03617005864,-89876.9072056108,0,5301.70504584682,-89882.2436940004,0,11.111
5302.98765652782,-89876.8951044816,0,5301.656532316,-89882.2315928712,0,11.111
5302.93914299701,-89876.8830033524,0,5301.60801878519,-89882.219491742,0,11.111
5302.89062946619,-89876.8709022232,0,5301.55950525437,-89882.2073906128,0,11.111
5302.84211593538,-89876.858801094,0,5301.51099172356,-89882.1952894836,0,11.111
5302.79360240456,-89876.8466999648,0,5301.46247819274,-89882.1831883544,0,11.111
5302.74508887375,-89876.8345988356,0,5301.41396466193,-89882.1710872252,0,11.111
5302.69657534293,-89876.8224977064,0,5301.36545113111,-89882.158986096,0,11.111
5302.64806181212,-89876.8103965772,0,5301.3169376003,-89882.1468849668,0,11.111
5302.5995482813,-89876.798295448,0,5301.26842406948,-89882.1347838376,0,11.111
5302.55103475049,-89876.7861943188,0,5301.21991053867,-89882.1226827084,0,11.111
5302.50252121967,-89876.7740931896,0,5301.17139700785,-89882.1105815792,0,11.111
5302.45400768886,-89876.7619920604,0,5301.12288347704,-89882.09848045,0,11.111
5302.40549415804,-89876.7498909312,0,5301.07436994622,-89882.0863793208,0,11.111
5302.35698062723,-89876.737789802,0,5301.02585641541,-89882.0742781916,0,11.111
5302.30846709641,-89876.7256886728,0,5300.97734288459,-89882.0621770624,0,11.111
5302.2599535656,-89876.7135875436,0,5300.92882935378,-89882.0500759332,0,11.111
5302.21144003478,-89876.7014864144,0,5300.88031582296,-89882.037974804,0,11.111
5302.16292650397,-89876.6893852852,0,5300.83180229215,-89882.0258736749,0,11.111
5302.11441297315,-89876.677284156,0,5300.78328876133,-89882.0137725456,0,11.111
5302.06589944234,-89876.6651830268,0,5300.73477523052,-89882.0016714165,0,11.111
5302.01738591152,-89876.6530818976,0,5300.6862616997,-89881.9895702872,0,11.111
5301.96887238071,-89876.6409807684,0,5300.63774816889,-89881.9774691581,0,11.111
5301.92035884989,-89876.6288796392,0,5300.58923463807,-89881.9653680288,0,11.111
5301.87184531908,-89876.61677851,0,5300.54072110726,-89881.9532668997,0,11.111
5301.82333178826,-89876.6046773808,0,5300.49220757644,-89881.9411657705,0,11.111
5301.77481825745,-89876.5925762516,0,5300.44369404563,-89881.9290646413,0,11.111
5301.72630472663,-89876.5804751224,0,5300.39518051481,-89881.9169635121,0,11.111
5301.67779119582,-89876.5683739932,0,5300.346666984,-89881.9048623829,0,11.111
5301.629277665,-89876.556272864,0,5300.29815345318,-89881.8927612537,0,11.111
5301.58076413419,-89876.5441717348,0,5300.24963992237,-89881.8806601245,0,11.111
5301.53225060337,-89876.5320706056,0,5300.20112639155,-89881.8685589953,0,11.111
5301.48373707256,-89876.5199694764,0,5300.15261286074,-89881.8564578661,0,11.111
5301.43522354175,-89876.5078683472,0,5300.10409932992,-89881.8443567369,0,11.111
5301.38671001093,-89876.495767218,0,5300.05558579911,-89881.8322556077,0,11.111
5301.33819648012,-89876.4836660888,0,5300.0070722683,-89881.8201544785,0,11.111
5301.2896829493,-89876.4715649596,0,5299.95855873748,-89881.8080533493,0,11.111
5301.24116941849,-89876.4594638304,0,5299.91004520667,-89881.7959522201,0,11.111
5301.19265588767,-89876.4473627012,0,5299.86153167585,-89881.7838510909,0,11.111
5301.14414235686,-89876.435261572,0,5299.81301814504,-89881.7717499617,0,11.111
5301.09562882604,-89876.4231604428,0,5299.76450461422,-89881.7596488325,0,11.111
5301.04711529523,-89876.4110593136,0,5299.71599108341,-89881.7475477033,0,11.111
5300.99860176441,-89876.3989581845,0,5299.66747755259,-89881.7354465741,0,11.111
5300.9500882336,-89876.3868570552,0,5299.61896402178,-89881.7233454449,0,11.111
5300.90157470278,-89876.3747559261,0,5299.57045049096,-89881.7112443157,0,11.111
5300.85306117197,-89876.3626547969,0,5299.52193696015,-89881.6991431865,0,11.111
5300.80454764115,-89876.3505536677,0,5299.47342342933,-89881.6870420573,0,11.111
5300.75603411034,-89876.3384525385,0,5299.42490989852,-89881.6749409281,0,11.111
5300.70752057952,-89876.3263514093,0,5299.3763963677,-89881.6628397989,0,11.111
5300.65900704871,-89876.3142502801,0,5299.32788283689,-89881.6507386697,0,11.111
5300.61049351789,-89876.3021491509,0,5299.27936930607,-89881.6386375405,0,11.111
5300.56197998708,-89876.2900480217,0,5299.23085577526,-89881.6265364113,0,11.111
5300.51346645626,-89876.2779468925,0,5299.18234224444,-89881.6144352821,0,11.111
5300.46495292545,-89876.2658457633,0,5299.13382871363,-89881.6023341529,0,11.111
5300.41643939463,-89876.2537446341,0,5299.08531518281,-89881.5902330237,0,11.111
5300.36792586382,-89876.2416435049,0,5299.036801652,-89881.5781318945,0,11.111
5300.319412333,-89876.2295423757,0,5298.98828812118,-89881.5660307653,0,11.111
5300.27089880219,-89876.2174412465,0,5298.93977459037,-89881.5539296361,0,11.111
5300.22238527137,-89876.2053401173,0,5298.89126105955,-89881.5418285069,0,11.111
5300.17387174056,-89876.1932389881,0,5298.84274752874,-89881.5297273777,0,11.111
5300.12535820974,-89876.1811378589,0,5298.79423399792,-89881.5176262485,0,11.111
5300.07684467893,-89876.1690367297,0,5298.74572046711,-89881.5055251193,0,11.111
5300.02833114811,-89876.1569356005,0,5298.69720693629,-89881.4934239901,0,11.111
5299.9798176173,-89876.1448344713,0,5298.64869340548,-89881.4813228609,0,11.111
5299.93130408648,-89876.1327333421,0,5298.60017987466,-89881.4692217317,0,11.111
5299.88279055567,-89876.1206322129,0,5298.55166634385,-89881.4571206025,0,11.111
5299.83427702485,-89876.1085310837,0,5298.50315281303,-89881.4450194733,0,11.111
5299.78576349404,-89876.0964299545,0,5298.45463928222,-89881.4329183441,0,11.111
5299.73724996322,-89876.0843288253,0,5298.4061257514,-89881.4208172149,0,11.111
5299.68873643241,-89876.0722276961,0,5298.35761222059,-89881.4087160857,0,11.111
5299.6402229016,-89876.0601265669,0,5298.30909868978,-89881.3966149565,0,11.111
5299.59170937078,-89876.0480254377,0,5298.26058515896,-89881.3845138273,0,11.111
5299.54319583997,-89876.0359243085,0,5298.21207162815,-89881.3724126981,0,11.111
5299.49468230915,-89876.0238231793,0,5298.16355809733,-89881.3603115689,0,11.111
5299.44616877834,-89876.0117220501,0,5298.11504456652,-89881.3482104397,0,11.111
5299.39765524752,-89875.9996209209,0,5298.0665310357,-89881.3361093105,0,11.111
5299.34914171671,-89875.9875197917,0,5298.01801750489,-89881.3240081813,0,11.111
5299.30062818589,-89875.9754186625,0,5297.96950397407,-89881.3119070521,0,11.111
5299.25211465508,-89875.9633175333,0,5297.92099044326,-89881.2998059229,0,11.111
5299.20360112426,-89875.9512164041,0,5297.87247691244,-89881.2877047938,0,11.111
5299.15508759345,-89875.9391152749,0,5297.82396338163,-89881.2756036645,0,11.111
5299.10657406263,-89875.9270141457,0,5297.77544985081,-89881.2635025354,0,11.111
5299.05806053182,-89875.9149130165,0,5297.72693632,-89881.2514014061,0,11.111
5299.009547001,-89875.9028118873,0,5297.67842278918,-89881.239300277,0,11.111
5298.96103347019,-89875.8907107581,0,5297.62990925837,-89881.2271991477,0,11.111
5298.91251993937,-89875.8786096289,0,5297.58139572755,-89881.2150980186,0,11.111
5298.86400640856,-89875.8665084997,0,5297.53288219674,-89881.2029968894,0,11.111
5298.81549287774,-89875.8544073705,0,5297.48436866592,-89881.1908957602,0,11.111
5298.76697934693,-89875.8423062413,0,5297.43585513511,-89881.178794631,0,11.111
5298.71846581611,-89875.8302051121,0,5297.38734160429,-89881.1666935018,0,11.111
5298.6699522853,-89875.8181039829,0,5297.33882807348,-89881.1545923726,0,11.111
5298.62143875448,-89875.8060028537,0,5297.29031454266,-89881.1424912434,0,11.111
5298.57292522367,-89875.7939017245,0,5297.24180101185,-89881.1303901142,0,11.111
5298.52441169285,-89875.7818005953,0,5297.19328748103,-89881.118288985,0,11.111
5298.47589816204,-89875.7696994661,0,5297.14477395022,-89881.1061878558,0,11.111
5298.42738463122,-89875.7575983369,0,5297.0962604194,-89881.0940867266,0,11.111
5298.37887110041,-89875.7454972077,0,5297.04774688859,-89881.0819855974,0,11.111
5298.33035756959,-89875.7333960785,0,5296.99923335777,-89881.0698844682,0,11.111
5298.28184403878,-89875.7212949493,0,5296.95071982696,-89881.057783339,0,11.111
5298.23333050796,-89875.7091938201,0,5296.90220629614,-89881.0456822098,0,11.111
5298.18481697715,-89875.6970926909,0,5296.85369276533,-89881.0335810806,0,11.111
5298.13630344633,-89875.6849915617,0,5296.80517923451,-89881.0214799514,0,11.111
5298.08778991552,-89875.6728904325,0,5296.7566657037,-89881.0093788222,0,11.111
5298.0392763847,-89875.6607893034,0,5296.70815217289,-89880.997277693,0,11.111
5297.99076285389,-89875.6486881741,0,5296.65963864207,-89880.9851765638,0,11.111
5297.94224932307,-89875.636587045,0,5296.61112511126,-89880.9730754346,0,11.111
5297.89373579226,-89875.6244859158,0,5296.56261158044,-89880.9609743054,0,11.111
5297.84522226145,-89875.6123847866,0,5296.51409804963,-89880.9488731762,0,11.111
5297.79670873063,-89875.6002836574,0,5296.46558451881,-89880.936772047,0,11.111
5297.74819519982,-89875.5881825282,0,5296.417070988,-89880.9246709178,0,11.111
5297.699681669,-89875.576081399,0,5296.36855745718,-89880.9125697886,0,11.111
5297.65116813819,-89875.5639802698,0,5296.32004392637,-89880.9004686594,0,11.111
5297.60265460737,-89875.5518791406,0,5296.27153039555,-89880.8883675302,0,11.111
5297.55414107656,-89875.5397780114,0,5296.22301686474,-89880.876266401,0,11.111
5297.50562754574,-89875.5276768822,0,5296.17450333392,-89880.8641652718,0,11.111
5297.45711401493,-89875.515575753,0,5296.12598980311,-89880.8520641426,0,11.111
5297.40860048411,-89875.5034746238,0,5296.07747627229,-89880.8399630134,0,11.111
5297.3600869533,-89875.4913734946,0,5296.02896274148,-89880.8278618842,0,11.111
5297.31157342248,-89875.4792723654,0,5295.98044921066,-89880.815760755,0,11.111
