reference.x,reference.y,reference.yaw,reference.speed,drivable_width
17.1,0.2557557629,0,1.5,2
17.2,0.3274744391,0,1.5,2
17.3,0.397351935,0,1.5,2
17.4,0.4649953737,0,1.5,2
17.5,0.5300244393,0,1.5,2
17.6,0.5920735147,0,1.5,2
17.7,0.6507937374,0,1.5,2
17.8,0.705854961,0,1.5,2
17.9,0.7569476112,0,1.5,2
18,0.8037844266,0,1.5,2
18.1,0.8461020735,0,1.5,2
18.2,0.8836626268,0,1.5,2
18.3,0.9162549073,0,1.5,2
18.4,0.9436956694,0,1.5,2
18.5,0.9658306312,0,1.5,2
18.6,0.9825353419,0,1.5,2
18.7,0.9937158814,0,1.5,2
18.8,0.9993093887,0,1.5,2
18.9,0.9992844152,0,1.5,2
19,0.9936411011,0,1.5,2
19.1,0.9824111753,0,1.5,2
19.2,0.9656577765,0,1.5,2
19.3,0.9434750985,0,1.5,2
19.4,0.9159878601,0,1.5,2
19.5,0.8833506049,0,1.5,2
19.6,0.8457468311,0,1.5,2
19.7,0.8033879611,0,1.5,2
19.8,0.7565121516,0,1.5,2
19.9,0.7053829557,0,1.5,2
20,0.6502878402,0,1.5,2
20.1,0.5915365698,0,1.5,2
20.2,0.5294594657,0,1.5,2
20.3,0.4644055479,0,1.5,2
20.4,0.3967405731,0,1.5,2
20.5,0.3268449785,0,1.5,2
20.6,0.2551117426,0,1.5,2
20.7,0.1819441756,0,1.5,2
20.8,0.1077536523,0,1.5,2
20.9,0.03295729875,0,1.5,2
21,-0.04202435272,0,1.5,2
21.1,-0.116769728,0,1.5,2
21.2,-0.1908585814,0,1.5,2
21.3,-0.2638743584,0,1.5,2
21.4,-0.3354065378,0,1.5,2
21.5,-0.4050529396,0,1.5,2
21.6,-0.4724219864,0,1.5,2
21.7,-0.537134905,0,1.5,2
21.8,-0.5988278557,0,1.5,2
21.9,-0.6571539784,0,1.5,2
22,-0.7117853424,0,1.5,2
22.1,-0.7624147902,0,1.5,2
22.2,-0.8087576648,0,1.5,2
22.3,-0.8505534095,0,1.5,2
22.4,-0.8875670336,0,1.5,2
22.5,-0.9195904329,0,1.5,2
22.6,-0.9464435603,0,1.5,2
22.7,-0.9679754377,0,1.5,2
22.8,-0.9840650051,0,1.5,2
22.9,-0.994621801,0,1.5,2
23,-0.9995864714,0,1.5,2
23.1,-0.9989311029,0,1.5,2
23.2,-0.9926593805,0,1.5,2
23.3,-0.9808065659,0,1.5,2
23.4,-0.9634392999,0,1.5,2
23.5,-0.9406552278,0,1.5,2
23.6,-0.9125824498,0,1.5,2
23.7,-0.8793788013,0,1.5,2
23.8,-0.8412309652,0,1.5,2
23.9,-0.7983534227,0,1.5,2
24,-0.7509872468,0,1.5,2
24.1,-0.6993987474,0,1.5,2
24.2,-0.6438779738,0,1.5,2
24.3,-0.584737084,0,1.5,2
24.4,-0.5223085896,0,1.5,2
24.5,-0.4569434864,0,1.5,2
24.6,-0.3890092806,0,1.5,2
24.7,-0.3188879231,0,1.5,2
24.8,-0.2469736617,0,1.5,2
24.9,-0.1736708246,0,1.5,2
25,-0.0993915469,0,1.5,2
25.1,-0.02455345377,0,1.5,2
25.2,0.05042268781,0,1.5,2
25.3,0.1251153347,0,1.5,2
25.4,0.1991045376,0,1.5,2
25.5,0.2719743025,0,1.5,2
25.6,0.3433149288,0,1.5,2
25.7,0.4127253138,0,1.5,2
25.8,0.4798152068,0,1.5,2
25.9,0.5442074043,0,1.5,2
26,0.6055398697,0,1.5,2
26.1,0.6634677697,0,1.5,2
26.2,0.7176654126,0,1.5,2
26.3,0.7678280794,0,1.5,2
26.4,0.8136737375,0,1.5,2
26.5,0.8549446258,0,1.5,2
26.6,0.8914087044,0,1.5,2
26.7,0.9228609591,0,1.5,2
26.8,0.9491245536,0,1.5,2
26.9,0.9700518247,0,1.5,2
27,0.9855251116,0,1.5,2
27.1,0.9954574177,0,1.5,2
27.2,0.9997929001,0,1.5,2
27.3,0.9985071832,0,1.5,2
27.4,0.9916074956,0,1.5,2
27.5,0.97913263,0,1.5,2
27.6,0.9611527245,0,1.5,2
27.7,0.9377688688,0,1.5,2
27.8,0.9091125353,0,1.5,2
27.9,0.8753448405,0,1.5,2
28,0.8366556385,0,1.5,2
28.1,0.7932624542,0,1.5,2
28.2,0.7454092598,0,1.5,2
28.3,0.6933651034,0,1.5,2
28.4,0.6374225962,0,1.5,2
28.5,0.5778962672,0,1.5,2
28.6,0.5151207952,0,1.5,2
28.7,0.4494491267,0,1.5,2
28.8,0.3812504917,0,1.5,2
28.9,0.3109083277,0,1.5,2
29,0.238818124,0,1.5,2
29.1,0.165385198,0,1.5,2
29.2,0.0910224162,0,1.5,2
29.3,0.01614787328,0,1.5,2
29.4,-0.05881745887,0,1.5,2
29.5,-0.1334520979,0,1.5,2
29.6,-0.2073364206,0,1.5,2
29.7,-0.2800550226,0,1.5,2
29.8,-0.3511990533,0,1.5,2
29.9,-0.4203685153,0,1.5,2
30,-0.4871745125,0,1.5,2
30.1,-0.5512414373,0,1.5,2
30.2,-0.6122090823,0,1.5,2
30.3,-0.6697346651,0,1.5,2
30.4,-0.723494756,0,1.5,2
30.5,-0.7731870962,0,1.5,2
30.6,-0.8185322973,0,1.5,2
30.7,-0.859275412,0,1.5,2
30.8,-0.8951873678,0,1.5,2
30.9,-0.9260662546,0,1.5,2
31,-0.95173846,0,1.5,2
31.1,-0.9720596455,0,1.5,2
31.2,-0.9869155581,0,1.5,2
31.3,-0.9962226724,0,1.5,2
31.4,-0.9999286605,0,1.5,2
31.5,-0.9980126859,0,1.5,2
31.6,-0.9904855209,0,1.5,2
31.7,-0.977389486,0,1.5,2
31.8,-0.9587982118,0,1.5,2
31.9,-0.9348162254,0,1.5,2
32,-0.905578362,0,1.5,2
32.1,-0.8712490077,0,1.5,2
32.2,-0.8320211745,0,1.5,2
32.3,-0.7881154156,0,1.5,2
32.4,-0.7397785851,0,1.5,2
32.5,-0.6872824503,0,1.5,2
32.6,-0.6309221635,0,1.5,2
32.7,-0.5710146029,0,1.5,2
32.8,-0.5078965904,0,1.5,2
32.9,-0.4419229985,0,1.5,2
33,-0.3734647548,0,1.5,2
33.1,-0.3029067563,0,1.5,2
33.2,-0.2306457059,0,1.5,2
33.3,-0.1570878814,0,1.5,2
33.4,-0.08264685176,0,1.5,2
33.5,-0.007741151401,0,1.5,2
33.6,0.06720807253,0,1.5,2
33.7,0.1417794282,0,1.5,2
33.8,0.2155536484,0,1.5,2
33.9,0.2881159475,0,1.5,2
34,0.359058354,0,1.5,2
34.1,0.4279820038,0,1.5,2
34.2,0.4944993831,0,1.5,2
34.3,0.558236507,0,1.5,2
34.4,0.6188350221,0,1.5,2
34.5,0.6759542217,0,1.5,2
34.6,0.7292729607,0,1.5,2
34.7,0.7784914618,0,1.5,2
34.8,0.8233330007,0,1.5,2
34.9,0.863545462,0,1.5,2
35,0.8989027566,0,1.5,2
35.1,0.9292060929,0,1.5,2
35.2,0.9542850945,0,1.5,2
35.3,0.9739987581,0,1.5,2
35.4,0.9882362465,0,1.5,2
35.5,0.9969175111,0,1.5,2
35.6,0.9999937429,0,1.5,2
35.7,0.997447646,0,1.5,2
35.8,0.9892935356,0,1.5,2
35.9,0.9755772571,0,1.5,2
36,0.9563759284,0,1.5,2
36.1,0.9317975063,0,1.5,2
36.2,0.9019801796,0,1.5,2
36.3,0.8670915923,0,1.5,2
36.4,0.8273279006,0,1.5,2
36.5,0.7829126705,0,1.5,2
36.6,0.7340956205,0,1.5,2
36.7,0.6811512179,0,1.5,2
36.8,0.6243771354,0,1.5,2
36.9,0.5640925775,0,1.5,2
37,0.5006364859,0,1.5,2
37.1,0.4343656339,0,1.5,2
37.2,0.3656526203,0,1.5,2
37.3,0.2948837746,0,1.5,2
37.4,0.2224569851,0,1.5,2
37.5,0.1487794615,0,1.5,2
37.6,0.07426544558,0,1.5,2
37.7,-0.0006661176426,0,1.5,2
37.8,-0.07559393571,0,1.5,2
37.9,-0.1500967372,0,1.5,2
38,-0.2237556402,0,1.5,2
38.1,-0.2961565076,0,1.5,2
38.2,-0.3668922754,0,1.5,2
38.3,-0.4355652413,0,1.5,2
38.4,-0.501789301,0,1.5,2
38.5,-0.5651921187,0,1.5,2
38.6,-0.6254172208,0,1.5,2
38.7,-0.6821259997,0,1.5,2
38.8,-0.734999618,0,1.5,2
38.9,-0.7837408012,0,1.5,2
39,-0.8280755085,0,1.5,2
39.1,-0.867754474,0,1.5,2
39.2,-0.9025546082,0,1.5,2
39.3,-0.9322802521,0,1.5,2
39.4,-0.9567642772,0,1.5,2
39.5,-0.9758690256,0,1.5,2
39.6,-0.9894870833,0,1.5,2
39.7,-0.9975418846,0,1.5,2
39.8,-0.9999881426,0,1.5,2
39.9,-0.9968121035,0,1.5,2
40,-0.9880316241,0,1.5,2
40.1,-0.9736960715,0,1.5,2
40.2,-0.9538860454,0,1.5,2
40.3,-0.9287129249,0,1.5,2
40.4,-0.8983182426,0,1.5,2
40.5,-0.8628728882,0,1.5,2
40.6,-0.8225761487,0,1.5,2
40.7,-0.7776545867,0,1.5,2
40.8,-0.7283607678,0,1.5,2
40.9,-0.6749718397,0,1.5,2
41,-0.6177879744,0,1.5,2
41.1,-0.5571306804,0,1.5,2
41.2,-0.493340995,0,1.5,2
41.3,-0.426777567,0,1.5,2
41.4,-0.3578146403,0,1.5,2
41.5,-0.2868399496,0,1.5,2
41.6,-0.2142525403,0,1.5,2
41.7,-0.1404605253,0,1.5,2
41.8,-0.0658787901,0,1.5,2
41.9,0.009073339603,0,1.5,2
42,0.08397445569,0,1.5,2
42.1,0.1584034368,0,1.5,2
42.2,0.2319418162,0,1.5,2
42.3,0.3041761344,0,1.5,2
42.4,0.3747002636,0,1.5,2
42.5,0.4431176917,0,1.5,2
42.6,0.5090437509,0,1.5,2
42.7,0.572107781,0,1.5,2
42.8,0.631955213,0,1.5,2
42.9,0.6882495629,0,1.5,2
43,0.7406743234,0,1.5,2
43.1,0.7889347434,0,1.5,2
43.2,0.8327594853,0,1.5,2
43.3,0.8719021504,0,1.5,2
43.4,0.9061426645,0,1.5,2
43.5,0.9352885149,0,1.5,2
43.6,0.959175833,0,1.5,2
43.7,0.9776703156,0,1.5,2
43.8,0.9906679801,0,1.5,2
43.9,0.9980957488,0,1.5,2
44,0.9999118601,0,1.5,2
44.1,0.9961061032,0,1.5,2
44.2,0.9866998754,0,1.5,2
44.3,0.971746062,0,1.5,2
44.4,0.9513287388,0,1.5,2
44.5,0.9255626993,0,1.5,2
44.6,0.8945928096,0,1.5,2
44.7,0.8585931937,0,1.5,2
44.8,0.8177662545,0,1.5,2
44.9,0.772341536,0,1.5,2
45,0.7225744324,0,1.5,2
45.1,0.6687447525,0,1.5,2
45.2,0.6111551463,0,1.5,2
45.3,0.5501294035,0,1.5,2
45.4,0.4860106331,0,1.5,2
45.5,0.4191593342,0,1.5,2
45.6,0.349951369,0,1.5,2
45.7,0.2787758498,0,1.5,2
45.8,0.2060329515,0,1.5,2
45.9,0.1321316609,0,1.5,2
46,0.0574874781,0,1.5,2
46.1,-0.01747992023,0,1.5,2
46.2,-0.0923490401,0,1.5,2
46.3,-0.1666989401,0,1.5,2
46.4,-0.240111598,0,1.5,2
46.5,-0.3121742611,0,1.5,2
46.6,-0.382481767,0,1.5,2
46.7,-0.4506388212,0,1.5,2
46.8,-0.5162622201,0,1.5,2
46.9,-0.5789830049,0,1.5,2
47,-0.6384485367,0,1.5,2
47.1,-0.6943244786,0,1.5,2
47.2,-0.7462966756,0,1.5,2
47.3,-0.7940729213,0,1.5,2
47.4,-0.8373846002,0,1.5,2
47.5,-0.8759881981,0,1.5,2
47.6,-0.9096666718,0,1.5,2
47.7,-0.9382306686,0,1.5,2
47.8,-0.9615195912,0,1.5,2
47.9,-0.9794025009,0,1.5,2
48,-0.9917788534,0,1.5,2
48.1,-0.9985790645,0,1.5,2
48.2,-0.9997649008,0,1.5,2
48.3,-0.9953296951,0,1.5,2
48.4,-0.9852983838,0,1.5,2
48.5,-0.9697273666,0,1.5,2
48.6,-0.9487041894,0,1.5,2
48.7,-0.922347052,0,1.5,2
48.8,-0.8908041441,0,1.5,2
48.9,-0.8542528112,0,1.5,2
49,-0.8128985582,0,1.5,2
49.1,-0.7669738938,0,1.5,2
49.2,-0.7167370232,0,1.5,2
49.3,-0.6624703963,0,1.5,2
49.4,-0.6044791198,0,1.5,2
49.5,-0.5430892418,0,1.5,2
49.6,-0.4786459186,0,1.5,2
49.7,-0.4115114739,0,1.5,2
49.8,-0.3420633619,0,1.5,2
49.9,-0.2706920454,0,1.5,2
50,-0.1977987996,0,1.5,2
